Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades
BAJAJ-AUTO,EQ,03-Jan-2011,1541.0,1557.0,1564.65,1470.0,1474.95,1476.5,1499.5,982492,1473250396.3,-
BAJAJ-AUTO,EQ,04-Jan-2011,1476.5,1479.0,1484.8,1420.65,1433.05,1429.8,1436.34,1781719,2559147350.7,-
BAJAJ-AUTO,EQ,05-Jan-2011,1429.8,1430.0,1430.0,1368.3,1380.0,1374.5,1388.79,1518567,2108977187.65,-
BAJAJ-AUTO,EQ,06-Jan-2011,1374.5,1383.2,1391.25,1321.7,1324.5,1327.85,1337.2,2462539,3292912886.85,-
BAJAJ-AUTO,EQ,07-Jan-2011,1327.85,1330.0,1352.0,1302.0,1311.0,1316.6,1320.4,2314796,3056445716.65,-
BAJAJ-AUTO,EQ,10-Jan-2011,1316.6,1327.9,1331.85,1256.0,1266.4,1261.75,1291.65,1396888,1804296974.15,-
BAJAJ-AUTO,EQ,11-Jan-2011,1261.75,1273.0,1321.0,1273.0,1320.5,1305.7,1297.5,1530693,1986076344.6,-
BAJAJ-AUTO,EQ,12-Jan-2011,1305.7,1316.0,1322.5,1265.0,1285.0,1286.95,1283.13,1263340,1621031032.0,-
BAJAJ-AUTO,EQ,13-Jan-2011,1286.95,1292.0,1310.0,1277.45,1282.05,1286.55,1295.14,633826,820892610.75,-
BAJAJ-AUTO,EQ,14-Jan-2011,1286.55,1286.1,1295.2,1237.2,1250.0,1246.8,1264.39,582403,736383822.8,-
BAJAJ-AUTO,EQ,17-Jan-2011,1246.8,1244.0,1276.0,1223.45,1276.0,1268.4,1252.12,563657,705767454.25,-
BAJAJ-AUTO,EQ,18-Jan-2011,1268.4,1270.25,1299.0,1267.2,1298.0,1294.7,1282.64,508333,652006049.4,-
BAJAJ-AUTO,EQ,19-Jan-2011,1294.7,1293.0,1325.0,1275.0,1323.95,1321.8,1303.55,2156558,2811172186.7,-
BAJAJ-AUTO,EQ,20-Jan-2011,1321.8,1322.1,1340.0,1287.6,1302.45,1300.2,1307.17,1113436,1455454388.65,-
BAJAJ-AUTO,EQ,21-Jan-2011,1300.2,1302.0,1329.3,1295.3,1313.0,1313.3,1314.53,739175,971665362.4,-
BAJAJ-AUTO,EQ,24-Jan-2011,1313.3,1327.0,1338.7,1305.05,1309.4,1307.35,1311.32,262029,343604958.25,-
BAJAJ-AUTO,EQ,25-Jan-2011,1307.35,1315.0,1320.1,1286.5,1300.0,1294.35,1306.06,335407,438063102.65,-
BAJAJ-AUTO,EQ,27-Jan-2011,1294.35,1310.0,1318.4,1275.0,1279.0,1286.15,1301.6,816579,1062862523.35,-
BAJAJ-AUTO,EQ,28-Jan-2011,1286.15,1289.0,1289.0,1245.0,1261.0,1260.65,1261.02,476550,600939416.9,-
BAJAJ-AUTO,EQ,31-Jan-2011,1260.65,1250.0,1263.8,1165.65,1257.0,1245.95,1239.95,444674,551372315.8,-
BAJAJ-AUTO,EQ,01-Feb-2011,1245.95,1269.6,1274.4,1236.0,1250.0,1246.1,1248.21,387073,483147446.45,-
BAJAJ-AUTO,EQ,02-Feb-2011,1246.1,1254.0,1262.0,1205.0,1208.0,1214.3,1239.05,644948,799123835.35,-
BAJAJ-AUTO,EQ,03-Feb-2011,1214.3,1214.0,1229.8,1201.2,1210.5,1209.55,1215.14,663136,805805160.95,-
BAJAJ-AUTO,EQ,04-Feb-2011,1209.55,1214.0,1250.0,1212.0,1221.5,1226.8,1236.5,796378,984720022.6,-
BAJAJ-AUTO,EQ,07-Feb-2011,1226.8,1230.0,1233.4,1204.4,1221.0,1217.8,1217.35,197837,240836514.35,-
BAJAJ-AUTO,EQ,08-Feb-2011,1217.8,1230.0,1254.0,1212.1,1239.9,1239.2,1240.15,501472,621899162.45,-
BAJAJ-AUTO,EQ,09-Feb-2011,1239.2,1226.0,1231.15,1190.0,1205.2,1204.15,1203.05,819790,986248139.55,-
BAJAJ-AUTO,EQ,10-Feb-2011,1204.15,1190.0,1228.3,1190.0,1213.0,1209.9,1208.36,482022,582457764.3,-
BAJAJ-AUTO,EQ,11-Feb-2011,1209.9,1200.0,1269.0,1200.0,1257.9,1255.9,1235.05,441480,545249706.5,-
BAJAJ-AUTO,EQ,14-Feb-2011,1255.9,1265.0,1304.9,1261.35,1298.1,1298.5,1287.73,451725,581698994.65,-
BAJAJ-AUTO,EQ,15-Feb-2011,1298.5,1307.4,1558.15,1291.9,1325.6,1328.1,1321.62,1026155,1356188914.4,-
BAJAJ-AUTO,EQ,16-Feb-2011,1328.1,1335.0,1350.0,1318.0,1329.05,1332.1,1333.13,267440,356532556.05,-
BAJAJ-AUTO,EQ,17-Feb-2011,1332.1,1335.0,1359.2,1330.05,1350.25,1351.25,1348.23,499086,672880506.85,-
BAJAJ-AUTO,EQ,18-Feb-2011,1351.25,1351.25,1362.9,1325.2,1342.5,1339.1,1343.31,1018163,1367703736.7,-
BAJAJ-AUTO,EQ,21-Feb-2011,1339.1,1330.0,1345.0,1322.85,1340.9,1335.75,1332.48,555142,739714205.15,-
BAJAJ-AUTO,EQ,22-Feb-2011,1335.75,1336.0,1352.2,1321.1,1327.2,1329.8,1336.36,687636,918926993.25,-
BAJAJ-AUTO,EQ,23-Feb-2011,1329.8,1326.0,1330.0,1304.0,1309.0,1307.2,1314.55,598564,786840726.4,-
BAJAJ-AUTO,EQ,24-Feb-2011,1307.2,1306.0,1306.0,1255.3,1259.05,1264.3,1281.15,833565,1067922683.35,-
BAJAJ-AUTO,EQ,25-Feb-2011,1264.3,1292.0,1294.9,1245.25,1292.0,1282.25,1271.18,643336,817798705.1,-
BAJAJ-AUTO,EQ,28-Feb-2011,1282.25,1285.0,1320.0,1258.5,1266.0,1269.15,1287.22,460075,592215755.25,-
BAJAJ-AUTO,EQ,01-Mar-2011,1269.15,1276.7,1340.0,1276.7,1337.4,1335.5,1327.38,725413,962898121.45,-
BAJAJ-AUTO,EQ,03-Mar-2011,1335.5,1335.0,1369.0,1324.45,1351.8,1350.1,1353.22,693914,939015361.7,-
BAJAJ-AUTO,EQ,04-Mar-2011,1350.1,1384.8,1389.0,1367.4,1375.0,1376.9,1379.25,828802,1143126797.1,-
BAJAJ-AUTO,EQ,07-Mar-2011,1376.9,1368.0,1374.9,1344.6,1370.0,1365.45,1363.72,391399,533758848.25,-
BAJAJ-AUTO,EQ,08-Mar-2011,1365.45,1372.0,1396.5,1366.05,1392.0,1390.6,1390.35,429662,597381212.6,-
BAJAJ-AUTO,EQ,09-Mar-2011,1390.6,1399.0,1419.9,1392.0,1415.0,1417.05,1408.98,696814,981795609.3,-
BAJAJ-AUTO,EQ,10-Mar-2011,1417.05,1409.7,1413.15,1393.35,1404.0,1401.3,1402.03,216107,302988638.35,-
BAJAJ-AUTO,EQ,11-Mar-2011,1401.3,1395.0,1401.3,1353.0,1370.3,1374.15,1374.22,235351,323424745.4,-
BAJAJ-AUTO,EQ,14-Mar-2011,1374.15,1370.05,1392.9,1354.0,1380.0,1383.3,1371.27,419990,575921527.45,-
BAJAJ-AUTO,EQ,15-Mar-2011,1383.3,1354.1,1388.0,1341.15,1369.9,1365.95,1365.1,221618,302530920.5,-
BAJAJ-AUTO,EQ,16-Mar-2011,1365.95,1381.85,1387.15,1366.1,1373.05,1372.35,1374.19,283084,389012045.95,-
BAJAJ-AUTO,EQ,17-Mar-2011,1372.35,1362.0,1386.0,1350.0,1365.45,1358.95,1365.74,158326,216232130.8,-
BAJAJ-AUTO,EQ,18-Mar-2011,1358.95,1368.0,1385.0,1350.0,1355.0,1358.35,1367.53,251842,344401766.5,-
BAJAJ-AUTO,EQ,21-Mar-2011,1358.35,1358.5,1369.25,1342.55,1355.0,1355.5,1357.07,154595,209796875.05,-
BAJAJ-AUTO,EQ,22-Mar-2011,1355.5,1361.9,1370.0,1356.25,1357.0,1362.0,1364.96,93168,127170262.75,-
BAJAJ-AUTO,EQ,23-Mar-2011,1362.0,1363.0,1378.05,1348.9,1359.9,1359.95,1363.16,211796,288712130.35,-
BAJAJ-AUTO,EQ,24-Mar-2011,1359.95,1362.55,1374.5,1346.75,1354.55,1354.45,1358.16,172216,233896496.7,-
BAJAJ-AUTO,EQ,25-Mar-2011,1354.45,1370.0,1386.5,1351.0,1383.0,1381.2,1371.05,286138,392308683.95,-
BAJAJ-AUTO,EQ,28-Mar-2011,1381.2,1390.0,1412.45,1385.05,1393.05,1402.6,1399.88,333428,466757859.35,-
BAJAJ-AUTO,EQ,29-Mar-2011,1402.6,1400.0,1422.0,1400.0,1407.15,1406.9,1414.16,327406,463005358.5,-
BAJAJ-AUTO,EQ,30-Mar-2011,1406.9,1419.9,1430.0,1407.1,1423.5,1420.95,1421.1,518724,737159131.0,-
BAJAJ-AUTO,EQ,31-Mar-2011,1420.95,1433.0,1474.0,1421.9,1463.8,1463.25,1446.65,976586,1412778002.05,-
BAJAJ-AUTO,EQ,01-Apr-2011,1463.25,1478.0,1481.9,1448.05,1457.85,1458.95,1461.89,431413,630676606.9,-
BAJAJ-AUTO,EQ,04-Apr-2011,1458.95,1472.0,1474.4,1440.0,1455.0,1456.95,1459.74,446712,652081671.85,-
BAJAJ-AUTO,EQ,05-Apr-2011,1456.95,1458.7,1458.7,1433.75,1434.3,1438.15,1441.11,451815,651114256.5,-
BAJAJ-AUTO,EQ,06-Apr-2011,1438.15,1440.0,1465.0,1435.95,1453.0,1451.6,1450.59,280888,407453308.45,-
BAJAJ-AUTO,EQ,07-Apr-2011,1451.6,1459.95,1459.95,1436.0,1439.0,1440.25,1445.98,323494,467766305.65,-
BAJAJ-AUTO,EQ,08-Apr-2011,1440.25,1448.9,1450.0,1407.6,1415.0,1416.95,1422.03,371850,528783644.25,-
BAJAJ-AUTO,EQ,11-Apr-2011,1416.95,1410.0,1410.1,1369.6,1385.0,1382.1,1383.34,307606,425523070.55,-
BAJAJ-AUTO,EQ,13-Apr-2011,1382.1,1376.0,1404.95,1363.0,1400.0,1398.75,1389.73,443721,616650672.65,-
BAJAJ-AUTO,EQ,15-Apr-2011,1398.75,1395.25,1425.0,1386.25,1414.9,1419.65,1404.69,208812,293316310.55,-
BAJAJ-AUTO,EQ,18-Apr-2011,1419.65,1430.0,1453.0,1420.5,1436.05,1437.8,1437.37,451399,648828522.5,-
BAJAJ-AUTO,EQ,19-Apr-2011,1437.8,1430.2,1460.95,1419.4,1459.0,1452.55,1439.9,469376,675853302.0,-
